Description	subset	activity	state
Viral carcinogenesis	B07_aTreg	0.646929116285135	0.0366890194135977
Transcriptional misregulation in cancer	B07_aTreg	0.754993439532415	0.00622924624823641
Phagosome	B07_aTreg	0.76019772848963	0.829072610931641
Chemical carcinogenesis - reactive oxygen species	B07_aTreg	0.766455260698286	0.96360707234116
Apoptosis - multiple species	B07_aTreg	0.77609452230409	0.00374861378418346
p53 signaling pathway	B07_aTreg	0.78586751105638	0.00108571934796134
Ribosome biogenesis in eukaryotes	B07_aTreg	0.796523024031377	0.77713686441127
Base excision repair	B07_aTreg	0.834342445749333	0.822981512762992
Cellular senescence	B07_aTreg	0.867458462198489	0.535888568245588
Homologous recombination	B07_aTreg	0.887768842328781	0.975197368408304
Tight junction	B07_aTreg	0.908490482663459	0.466420979217714
Regulation of actin cytoskeleton	B07_aTreg	0.932456051444083	0.782390559023714
Colorectal cancer	B07_aTreg	0.942806324318564	0.278902244285763
DNA replication	B07_aTreg	0.969735272898867	NA
Spliceosome	B07_aTreg	0.975114514151058	0.996595881083718
Cell cycle	B07_aTreg	0.997531656408682	0.791467625253438
Ribosome	B09_Fra1	1.6181232998745e-27	0.98497391007043
Necroptosis	B09_Fra1	0.000136542839968607	9.19788858565106e-05
Mitophagy - animal	B09_Fra1	0.00187617352819771	0.339241080218928
Apoptosis	B09_Fra1	0.0609670323987339	0.00567780980382639
Autophagy - animal	B09_Fra1	0.130309116590383	0.858246779132455
Proteasome	B09_Fra1	0.212452146495028	9.79478145477062e-11
Protein processing in endoplasmic reticulum	B09_Fra1	0.219745229369382	0.0869873427139488
Colorectal cancer	B09_Fra1	0.325541962082548	0.0930049204528051
p53 signaling pathway	B09_Fra1	0.372769815637432	0.0352144693383132
Lysosome	B09_Fra1	0.393314857001767	0.537239691100751
Base excision repair	B09_Fra1	0.433680869125273	0.883987290875379
Viral carcinogenesis	B09_Fra1	0.457106724524875	0.0203487583068827
Acute myeloid leukemia	B09_Fra1	0.458236948561665	0.104401107452334
Protein export	B09_Fra1	0.482092506080619	0.410687238504447
Tight junction	B09_Fra1	0.5417790643493	0.931306982597003
Phagosome	B09_Fra1	0.561783931060481	0.767786038267993
Cellular senescence	B09_Fra1	0.570390477553677	0.00620587630308115
Glioma	B09_Fra1	0.643633127854479	0.389190862592159
PD-L1 expression and PD-1 checkpoint pathway in cancer	B09_Fra1	0.678882370929879	0.36048644166826
Thyroid cancer	B09_Fra1	0.70328396562022	0.357247828361844
Bladder cancer	B09_Fra1	0.718908920191259	0.116499686843107
Homologous recombination	B09_Fra1	0.774626037033434	0.83211853014617
Central carbon metabolism in cancer	B09_Fra1	0.784126338372788	0.595850468250244
Mismatch repair	B09_Fra1	0.795407794542706	0.837664712962752
Endocytosis	B09_Fra1	0.795561733381692	0.0300726062112783
Fanconi anemia pathway	B09_Fra1	0.849169429663626	0.915277100707443
Pathways in cancer	B09_Fra1	0.86280186700305	0.0378923803179952
Transcriptional misregulation in cancer	B09_Fra1	0.874765446864908	0.63775054217539
Cell cycle	B09_Fra1	0.878260788093932	0.404540361373995
Regulation of actin cytoskeleton	B09_Fra1	0.885570650433956	0.77532831851341
Ribosome biogenesis in eukaryotes	B09_Fra1	0.887230893300489	0.313173346483343
Apoptosis - multiple species	B09_Fra1	0.888408518735605	0.0197451469021738
Spliceosome	B09_Fra1	0.940714300642119	0.855330190873537
Oocyte meiosis	B09_Fra1	0.978800968617936	0.809595326124832
Chemical carcinogenesis - reactive oxygen species	B09_Fra1	0.996166763635075	0.00310510334260175
Ribosome	B10_Fra3	1.2134827011662e-34	0.000272934396443822
Mitophagy - animal	B10_Fra3	0.00209072909362092	0.762958288793063
Necroptosis	B10_Fra3	0.030980135426555	0.00185806352603808
Lysosome	B10_Fra3	0.0628175803696274	0.815916405159958
Fanconi anemia pathway	B10_Fra3	0.109589790291525	0.705856301567475
Proteasome	B10_Fra3	0.219953741111348	0.807320301725433
Homologous recombination	B10_Fra3	0.304986135529204	0.903273592827456
Autophagy - animal	B10_Fra3	0.331118325013249	0.487152591670175
Ribosome biogenesis in eukaryotes	B10_Fra3	0.397874880328018	0.527777460909938
Base excision repair	B10_Fra3	0.442058212521011	0.502174509682831
Thyroid cancer	B10_Fra3	0.442058212521011	0.336222604714838
Mismatch repair	B10_Fra3	0.464284186991305	0.631793631552679
DNA replication	B10_Fra3	0.481236819947562	0.858659285880121
Spliceosome	B10_Fra3	0.657345264507174	0.99895791198237
Apoptosis	B10_Fra3	0.693667566625657	0.0624839762736493
Endocytosis	B10_Fra3	0.724348585836703	0.908721536681726
Bladder cancer	B10_Fra3	0.725640862983522	0.536579650511645
p53 signaling pathway	B10_Fra3	0.747828296629194	0.0726325587599212
Central carbon metabolism in cancer	B10_Fra3	0.7915273359424	0.324576821775588
Transcriptional misregulation in cancer	B10_Fra3	0.794003089251566	0.23753898637952
Protein processing in endoplasmic reticulum	B10_Fra3	0.804062337479957	0.00946557035170652
Viral carcinogenesis	B10_Fra3	0.807843256869924	0.0707105082977067
Tight junction	B10_Fra3	0.811158405613527	0.99649736462425
Protein export	B10_Fra3	0.814482750229212	0.0563593362633015
Glioma	B10_Fra3	0.82884680902829	0.131096675404686
PD-L1 expression and PD-1 checkpoint pathway in cancer	B10_Fra3	0.836362023191317	0.50386422869196
Apoptosis - multiple species	B10_Fra3	0.891621960030727	0.108878068641366
Cellular senescence	B10_Fra3	0.89968604002586	0.774081102494357
Phagosome	B10_Fra3	0.907063815057112	0.934695379052667
Colorectal cancer	B10_Fra3	0.930231379056564	0.187626815076884
Oocyte meiosis	B10_Fra3	0.940513740296638	0.915895910347372
Acute myeloid leukemia	B10_Fra3	0.945699393287886	0.0260037224751522
Cell cycle	B10_Fra3	0.947446864021441	0.449964966521324
Chemical carcinogenesis - reactive oxygen species	B10_Fra3	0.974512140500116	0.995741744867805
Regulation of actin cytoskeleton	B10_Fra3	0.976241843385029	0.822992767815535
Pathways in cancer	B10_Fra3	0.997059953966181	0.00249468778391393
Ribosome	C01_NCD8	1.70091199935873e-18	0.996768252359894
p53 signaling pathway	C01_NCD8	0.00105018786645924	0.149990851567256
Necroptosis	C01_NCD8	0.00166597668787924	9.30345931761964e-05
Apoptosis - multiple species	C01_NCD8	0.00337699600338166	0.0089362777219488
Mitophagy - animal	C01_NCD8	0.00399716054629256	0.33776257263755
Glioma	C01_NCD8	0.0139921167085815	0.352820338162286
Apoptosis	C01_NCD8	0.01743385248357	0.0140323972141454
Thyroid cancer	C01_NCD8	0.0263225398249012	0.228673660590188
Colorectal cancer	C01_NCD8	0.0857919862728349	0.099660098712662
PD-L1 expression and PD-1 checkpoint pathway in cancer	C01_NCD8	0.0929504739015112	0.447553285931595
Transcriptional misregulation in cancer	C01_NCD8	0.124319962773704	0.459402093915312
Bladder cancer	C01_NCD8	0.175660712886577	0.57303645743249
Pathways in cancer	C01_NCD8	0.223258197892509	0.0551622696254813
Viral carcinogenesis	C01_NCD8	0.260458962847308	0.188238529155161
Lysosome	C01_NCD8	0.292064418165913	0.644747166738245
Autophagy - animal	C01_NCD8	0.351180158229585	0.304019152857663
Acute myeloid leukemia	C01_NCD8	0.377318033158634	0.017813496040694
Fanconi anemia pathway	C01_NCD8	0.39384574988614	0.926805204321103
Protein processing in endoplasmic reticulum	C01_NCD8	0.558198234987222	0.0161530056442833
DNA replication	C01_NCD8	0.564551305338215	0.877738214633787
Regulation of actin cytoskeleton	C01_NCD8	0.580884790004753	0.00764910831501022
Cell cycle	C01_NCD8	0.599376631986681	0.609730563086895
Central carbon metabolism in cancer	C01_NCD8	0.612397972274236	0.0141476946459566
Homologous recombination	C01_NCD8	0.63159541609218	0.991339201585007
Endocytosis	C01_NCD8	0.633012918088512	0.558839063592537
Mismatch repair	C01_NCD8	0.700935827353589	0.950329167588923
Proteasome	C01_NCD8	0.744372939655879	6.64693039758942e-10
Cellular senescence	C01_NCD8	0.807032808094165	0.0382595080065173
Tight junction	C01_NCD8	0.830428193747344	0.6616774833564
Phagosome	C01_NCD8	0.84550091042075	0.925403009521068
Base excision repair	C01_NCD8	0.899199423239013	0.932494417551937
Protein export	C01_NCD8	0.927662563320103	0.696162852931884
Chemical carcinogenesis - reactive oxygen species	C01_NCD8	0.928643564903362	0.223143213083395
Oocyte meiosis	C01_NCD8	0.939139161264925	0.105798646326792
Ribosome biogenesis in eukaryotes	C01_NCD8	0.987671928996667	0.69380057857071
Spliceosome	C01_NCD8	0.999999411133645	0.999397067790053
Ribosome	C03_EffectorCD8	3.85229440403309e-18	0.975463838904524
Cell cycle	C03_EffectorCD8	2.94402157227726e-07	0.226703956436227
DNA replication	C03_EffectorCD8	7.89023883366431e-05	0.867214702899928
Fanconi anemia pathway	C03_EffectorCD8	0.00122113122651047	0.725744388672419
Proteasome	C03_EffectorCD8	0.00249841851150268	0.000588591967730485
Oocyte meiosis	C03_EffectorCD8	0.00350820912968675	0.0485838197418359
Apoptosis	C03_EffectorCD8	0.00772419089171335	0.148319064912617
Homologous recombination	C03_EffectorCD8	0.00825225230702501	0.88838667968166
Glioma	C03_EffectorCD8	0.00989326473146335	0.116431673532519
Mitophagy - animal	C03_EffectorCD8	0.0105904121685853	0.145709994465894
Thyroid cancer	C03_EffectorCD8	0.0340047306851422	0.557914299028173
p53 signaling pathway	C03_EffectorCD8	0.041095137834647	0.0835967793342197
Bladder cancer	C03_EffectorCD8	0.042685223222374	0.0386720634706823
Cellular senescence	C03_EffectorCD8	0.0578998602143084	0.158094490158008
Necroptosis	C03_EffectorCD8	0.069308886058693	3.38004960711734e-05
Base excision repair	C03_EffectorCD8	0.0748505050931395	NA
Central carbon metabolism in cancer	C03_EffectorCD8	0.123326631444671	0.0904693061387359
Mismatch repair	C03_EffectorCD8	0.140959137724123	0.70173749660265
Apoptosis - multiple species	C03_EffectorCD8	0.146542509908904	0.0206859365385984
Viral carcinogenesis	C03_EffectorCD8	0.148989544584644	0.0259310084020467
Colorectal cancer	C03_EffectorCD8	0.192197735400384	0.0641421641387449
Pathways in cancer	C03_EffectorCD8	0.264192027751014	0.0550903419411203
PD-L1 expression and PD-1 checkpoint pathway in cancer	C03_EffectorCD8	0.295271670459911	0.443215044235748
Lysosome	C03_EffectorCD8	0.363414792836412	0.82070835710271
Protein processing in endoplasmic reticulum	C03_EffectorCD8	0.423929298263508	0.234858208059188
Endocytosis	C03_EffectorCD8	0.51782858442122	0.220049231192407
Autophagy - animal	C03_EffectorCD8	0.543080611106975	0.0967360010245791
Tight junction	C03_EffectorCD8	0.556759787312371	0.248443832985694
Ribosome biogenesis in eukaryotes	C03_EffectorCD8	0.631015166296502	0.981564161186789
Chemical carcinogenesis - reactive oxygen species	C03_EffectorCD8	0.722664716014458	0.00708508690908645
Regulation of actin cytoskeleton	C03_EffectorCD8	0.757512472859001	0.643976247514538
Transcriptional misregulation in cancer	C03_EffectorCD8	0.768550745850125	0.137441174745344
Acute myeloid leukemia	C03_EffectorCD8	0.781489911405953	0.446489257529193
Phagosome	C03_EffectorCD8	0.820092051838941	0.553908011551669
Protein export	C03_EffectorCD8	0.878232465542042	0.718468751467872
Spliceosome	C03_EffectorCD8	0.911362406803127	0.803626532261169
Ribosome	C04_CmCD8	8.67925839613797e-09	0.99734438777074
Cell cycle	C04_CmCD8	9.44975760320009e-05	0.0393137829908251
Proteasome	C04_CmCD8	0.000439105974734803	1.48164954348978e-05
DNA replication	C04_CmCD8	0.0153479586485424	0.938982904634171
Necroptosis	C04_CmCD8	0.0196526616905999	0.00190961323004853
Homologous recombination	C04_CmCD8	0.0271136093426754	0.565178582997479
Fanconi anemia pathway	C04_CmCD8	0.0352527460429407	0.680832024908826
Apoptosis	C04_CmCD8	0.040931477064037	0.0857661526039852
Glioma	C04_CmCD8	0.10715943275754	0.172353432885364
Oocyte meiosis	C04_CmCD8	0.1192621845638	0.642945399358303
Spliceosome	C04_CmCD8	0.184403882452945	0.984362190831352
p53 signaling pathway	C04_CmCD8	0.207878292922301	0.146130811089388
Viral carcinogenesis	C04_CmCD8	0.210337133266726	0.00919477566535134
Phagosome	C04_CmCD8	0.25075013620228	0.968050015176867
Base excision repair	C04_CmCD8	0.288610393096122	NA
Lysosome	C04_CmCD8	0.298960569549921	0.962674610981036
Chemical carcinogenesis - reactive oxygen species	C04_CmCD8	0.311978862441578	0.241638105374564
Tight junction	C04_CmCD8	0.311997100661332	0.606823951557485
Endocytosis	C04_CmCD8	0.319204622182834	0.0618078638599639
Central carbon metabolism in cancer	C04_CmCD8	0.350594766668222	0.00906535958262914
Apoptosis - multiple species	C04_CmCD8	0.359858777700267	0.0662883929216049
Mitophagy - animal	C04_CmCD8	0.37148037558021	0.0531236651375811
Protein processing in endoplasmic reticulum	C04_CmCD8	0.426000485809096	0.0235442735504383
Cellular senescence	C04_CmCD8	0.445136214259217	0.11442371118458
Bladder cancer	C04_CmCD8	0.501135132943058	0.041736878081192
Protein export	C04_CmCD8	0.592606946300119	0.234825814361134
Thyroid cancer	C04_CmCD8	0.675812090686882	0.0109224792266811
Autophagy - animal	C04_CmCD8	0.763174595582221	0.511556058519778
Transcriptional misregulation in cancer	C04_CmCD8	0.773893767587671	0.346855581389855
Pathways in cancer	C04_CmCD8	0.807647105682373	0.0246392872896366
Colorectal cancer	C04_CmCD8	0.841508829408101	0.132014010814174
Ribosome biogenesis in eukaryotes	C04_CmCD8	0.847871052202527	0.274727202269346
Regulation of actin cytoskeleton	C04_CmCD8	0.912652786187428	0.759725745803901
PD-L1 expression and PD-1 checkpoint pathway in cancer	C04_CmCD8	0.921558452029134	0.13980265251793
Mismatch repair	C04_CmCD8	0.954027356881291	0.812818206237425
Acute myeloid leukemia	C04_CmCD8	0.974474312747018	0.0408589444510683
Proteasome	C05_EmCD8	7.32728172816939e-16	2.17282627915057e-16
Ribosome	C05_EmCD8	8.09849728842266e-12	0.999891422250329
Cell cycle	C05_EmCD8	6.60549040152012e-07	0.595353390616803
DNA replication	C05_EmCD8	2.67775557395234e-06	0.959425313897792
Chemical carcinogenesis - reactive oxygen species	C05_EmCD8	0.00014280481646073	1.17936080978666e-08
Homologous recombination	C05_EmCD8	0.000352238889778877	0.171413048925359
Mismatch repair	C05_EmCD8	0.0013919567215157	0.858213177782252
Oocyte meiosis	C05_EmCD8	0.00253979936245552	0.0959179490238825
Fanconi anemia pathway	C05_EmCD8	0.00307306446376576	0.0823690634670758
Cellular senescence	C05_EmCD8	0.00630735119516197	0.0873949062422589
Spliceosome	C05_EmCD8	0.00671400883576564	0.995498355598768
p53 signaling pathway	C05_EmCD8	0.00865269486359769	0.120883162715296
Protein export	C05_EmCD8	0.00927405567436483	0.324584330518745
Necroptosis	C05_EmCD8	0.0161281233331059	0.000437051587083853
Base excision repair	C05_EmCD8	0.0412252213420033	0.864301453059451
Glioma	C05_EmCD8	0.086726229833674	0.000291342456584918
Apoptosis	C05_EmCD8	0.145432228711606	0.00452237238123009
Viral carcinogenesis	C05_EmCD8	0.181407279593561	0.0173115288457782
Bladder cancer	C05_EmCD8	0.185569931404875	0.0434653863156042
Colorectal cancer	C05_EmCD8	0.200215040330153	0.278535682594906
Thyroid cancer	C05_EmCD8	0.253469968020371	0.261245995130819
Endocytosis	C05_EmCD8	0.301575865695047	0.173449465266182
Mitophagy - animal	C05_EmCD8	0.324574807827541	0.191803612456946
Apoptosis - multiple species	C05_EmCD8	0.331268254219458	0.148327509146879
Lysosome	C05_EmCD8	0.362121835876147	0.631581744965164
Protein processing in endoplasmic reticulum	C05_EmCD8	0.450367126173094	0.430678158625807
PD-L1 expression and PD-1 checkpoint pathway in cancer	C05_EmCD8	0.485689496638287	0.000958367122948111
Ribosome biogenesis in eukaryotes	C05_EmCD8	0.491789924456018	0.973517070196363
Central carbon metabolism in cancer	C05_EmCD8	0.577988258714588	0.00940923902220988
Regulation of actin cytoskeleton	C05_EmCD8	0.754665451673208	0.000253163161710364
Tight junction	C05_EmCD8	0.812418839672439	0.0139119197045736
Autophagy - animal	C05_EmCD8	0.824358035953399	0.462017067349512
Pathways in cancer	C05_EmCD8	0.824971279562391	0.00455371560855305
Acute myeloid leukemia	C05_EmCD8	0.933018750671395	0.315486035779874
Phagosome	C05_EmCD8	0.96469898933805	0.424676864718395
Transcriptional misregulation in cancer	C05_EmCD8	0.992482161373016	0.949649933449992
Ribosome	D01_mDC	1.19557394422171e-13	0.551639851597508
Transcriptional misregulation in cancer	D01_mDC	0.0186042237898906	0.0286813322915235
Viral carcinogenesis	D01_mDC	0.0285511644619271	0.472366056081646
Necroptosis	D01_mDC	0.0293548804357579	0.0592966384098012
Acute myeloid leukemia	D01_mDC	0.056084814566773	0.157679345044326
Mitophagy - animal	D01_mDC	0.0760764416462893	0.98750069754169
Apoptosis	D01_mDC	0.09598531145298	0.0427657351260197
Phagosome	D01_mDC	0.108727573014512	0.179986917200635
Protein processing in endoplasmic reticulum	D01_mDC	0.149526868044044	0.000741533971406824
Proteasome	D01_mDC	0.272683765848484	1.38475838542861e-19
p53 signaling pathway	D01_mDC	0.29663465600707	0.170316055946307
PD-L1 expression and PD-1 checkpoint pathway in cancer	D01_mDC	0.332742944730129	0.702171791633738
Autophagy - animal	D01_mDC	0.354754504480664	0.566095396345887
Bladder cancer	D01_mDC	0.388484053783742	0.017918445314281
Apoptosis - multiple species	D01_mDC	0.466753366904756	0.80871014572286
Homologous recombination	D01_mDC	0.487309333890093	0.926100946940411
Regulation of actin cytoskeleton	D01_mDC	0.500054232848512	0.652879570099017
Protein export	D01_mDC	0.502808600986269	0.200222087773646
Endocytosis	D01_mDC	0.518097983262165	0.298495148826416
Pathways in cancer	D01_mDC	0.590827476759229	0.874844750771981
Central carbon metabolism in cancer	D01_mDC	0.679657353934911	0.414967157013445
Colorectal cancer	D01_mDC	0.722350162476487	0.686218681718546
Cellular senescence	D01_mDC	0.722529023921044	0.275422538070039
Tight junction	D01_mDC	0.731714286561742	0.0694191768206401
Mismatch repair	D01_mDC	0.737461922963201	0.826781127651813
Base excision repair	D01_mDC	0.776062483015479	0.994138992043475
Thyroid cancer	D01_mDC	0.776062483015479	0.524718323413792
DNA replication	D01_mDC	0.809617226286348	0.38980036597487
Oocyte meiosis	D01_mDC	0.856852904798716	0.920081851160464
Glioma	D01_mDC	0.863300842833452	0.237165064417859
Lysosome	D01_mDC	0.882459757139703	0.948650661692716
Fanconi anemia pathway	D01_mDC	0.920150873008287	0.474744124992907
Chemical carcinogenesis - reactive oxygen species	D01_mDC	0.96199821509384	0.510562737620514
Ribosome biogenesis in eukaryotes	D01_mDC	0.992363592892221	0.00724601005226905
Cell cycle	D01_mDC	0.997485198884422	0.0872273869992107
Spliceosome	D01_mDC	0.999816985843928	0.749731890688384
Proteasome	D02_pDC	1.51410042702862e-10	2.06227064334688e-08
Cellular senescence	D02_pDC	0.0360293701563944	0.319403604907489
Endocytosis	D02_pDC	0.0519589219800831	0.0960606790812083
Phagosome	D02_pDC	0.0877834053001581	0.377452355822455
Necroptosis	D02_pDC	0.106696082399714	0.00746550236563902
Protein export	D02_pDC	0.127148433623823	0.619978031355211
Viral carcinogenesis	D02_pDC	0.139937848656356	0.0225250971402391
Apoptosis - multiple species	D02_pDC	0.140909586394298	0.0469415563082347
Chemical carcinogenesis - reactive oxygen species	D02_pDC	0.222393817387339	0.245155757938778
Pathways in cancer	D02_pDC	0.253449155496798	0.105650109760531
PD-L1 expression and PD-1 checkpoint pathway in cancer	D02_pDC	0.254040252816235	0.184680951362939
Tight junction	D02_pDC	0.258713029672266	0.820214203479774
Homologous recombination	D02_pDC	0.328685620857652	0.880720784106028
p53 signaling pathway	D02_pDC	0.331059974210725	0.295371324494287
Ribosome biogenesis in eukaryotes	D02_pDC	0.34828807102056	0.309501909893362
Apoptosis	D02_pDC	0.352263946894358	0.0342137660207859
Mitophagy - animal	D02_pDC	0.396182868006388	0.722460829667549
Bladder cancer	D02_pDC	0.414944267442836	0.390228618740345
DNA replication	D02_pDC	0.440624171706559	NA
Oocyte meiosis	D02_pDC	0.456012151748996	0.579525864250583
Autophagy - animal	D02_pDC	0.511928970807198	0.847587117001572
Base excision repair	D02_pDC	0.597825315650049	0.960410634370558
Glioma	D02_pDC	0.626746178168801	0.489395094970811
Transcriptional misregulation in cancer	D02_pDC	0.627944483694513	0.0455953081643283
Acute myeloid leukemia	D02_pDC	0.644578999925218	0.505955439011666
Lysosome	D02_pDC	0.662886927156876	0.463378310819006
Protein processing in endoplasmic reticulum	D02_pDC	0.722786894387908	0.252928667123387
Mismatch repair	D02_pDC	0.753576121526392	NA
Fanconi anemia pathway	D02_pDC	0.825983969371508	0.612989007636728
Central carbon metabolism in cancer	D02_pDC	0.840361712787631	0.0712405354093728
Regulation of actin cytoskeleton	D02_pDC	0.8801054811432	0.367122509890328
Thyroid cancer	D02_pDC	0.928462913384422	0.187426701241217
Spliceosome	D02_pDC	0.967632889738548	0.971125044153284
Colorectal cancer	D02_pDC	0.969904416169955	0.425702196594284
Cell cycle	D02_pDC	0.986495085316697	0.881293368515182
Ribosome	D02_pDC	0.991665862474481	0.999996057960681
Ribosome	E01_CD16pMo	2.74646357636239e-12	0.998572836006522
Necroptosis	E01_CD16pMo	0.0007910430610964	0.0731784846615682
Lysosome	E01_CD16pMo	0.00997342778910085	0.00264803035511255
Thyroid cancer	E01_CD16pMo	0.0115643078157016	0.0572801820637445
Viral carcinogenesis	E01_CD16pMo	0.0265033812809441	0.227405183676096
Transcriptional misregulation in cancer	E01_CD16pMo	0.0482790631991646	0.00796948643956349
Bladder cancer	E01_CD16pMo	0.0764077749220187	0.00101419401560332
p53 signaling pathway	E01_CD16pMo	0.0852597021054464	0.243114784800737
Ribosome biogenesis in eukaryotes	E01_CD16pMo	0.151620744082284	0.987490855582744
Phagosome	E01_CD16pMo	0.163788135653295	0.0136187336863645
Spliceosome	E01_CD16pMo	0.172555301843736	0.999909814933201
Glioma	E01_CD16pMo	0.241641801336752	0.0693565824306198
Protein processing in endoplasmic reticulum	E01_CD16pMo	0.296122658588825	0.0938060379565339
Endocytosis	E01_CD16pMo	0.306486163010984	0.468619642459077
Pathways in cancer	E01_CD16pMo	0.344456139494538	0.140404058540539
Cellular senescence	E01_CD16pMo	0.376033678333876	0.242857188798073
Oocyte meiosis	E01_CD16pMo	0.380759349220688	0.57549465789342
Cell cycle	E01_CD16pMo	0.389928832346145	0.777091237662957
Protein export	E01_CD16pMo	0.443276671461525	0.0419976693259824
Proteasome	E01_CD16pMo	0.495608765608192	0.00487066413152289
Homologous recombination	E01_CD16pMo	0.536947870020266	0.986677144085557
Apoptosis	E01_CD16pMo	0.538867582507307	0.729651566743176
Central carbon metabolism in cancer	E01_CD16pMo	0.545939747216538	0.361406934657833
Mitophagy - animal	E01_CD16pMo	0.573944451889049	0.0595265380514707
Mismatch repair	E01_CD16pMo	0.579217296859403	0.857707696106783
Acute myeloid leukemia	E01_CD16pMo	0.591966073432781	0.0778290077629434
Apoptosis - multiple species	E01_CD16pMo	0.613003360181935	0.951808142448086
PD-L1 expression and PD-1 checkpoint pathway in cancer	E01_CD16pMo	0.663377438629025	0.0027186357146928
Autophagy - animal	E01_CD16pMo	0.700328553683496	0.0289193817290702
DNA replication	E01_CD16pMo	0.703235670994024	0.92379683926485
Fanconi anemia pathway	E01_CD16pMo	0.77648023457291	0.932940204509507
Regulation of actin cytoskeleton	E01_CD16pMo	0.799457654154766	0.529140409551425
Tight junction	E01_CD16pMo	0.869918214794792	0.873718519278839
Base excision repair	E01_CD16pMo	0.871397374247755	0.903460753397412
Colorectal cancer	E01_CD16pMo	0.871964924518386	0.535027935678301
Chemical carcinogenesis - reactive oxygen species	E01_CD16pMo	0.986024798836462	0.906274066796059
Ribosome	E02_CD16nMo	4.1065003039136e-08	0.496365566099529
Necroptosis	E02_CD16nMo	0.000562701388150172	0.0109482128829481
Phagosome	E02_CD16nMo	0.000708595512874967	0.0746061925509942
Acute myeloid leukemia	E02_CD16nMo	0.0144375137694322	0.011282477839877
DNA replication	E02_CD16nMo	0.0345758413261899	0.063443803091541
Mitophagy - animal	E02_CD16nMo	0.0827004771887402	0.29397979879746
Cellular senescence	E02_CD16nMo	0.0859556110687393	0.208216554298286
Bladder cancer	E02_CD16nMo	0.111197543866669	0.215186728305314
Base excision repair	E02_CD16nMo	0.166475785761849	0.0975733988037046
Apoptosis	E02_CD16nMo	0.215411117015062	0.141379471819704
Homologous recombination	E02_CD16nMo	0.218801476594873	0.48173731514679
Endocytosis	E02_CD16nMo	0.233149699156054	0.011447237394681
Protein export	E02_CD16nMo	0.234293628058191	0.3202353457958
Ribosome biogenesis in eukaryotes	E02_CD16nMo	0.236240073055122	0.999966569201634
Regulation of actin cytoskeleton	E02_CD16nMo	0.284870047778147	0.493711316384623
Mismatch repair	E02_CD16nMo	0.344996013787238	0.284028165234207
Protein processing in endoplasmic reticulum	E02_CD16nMo	0.37909333067096	0.894926536219995
Lysosome	E02_CD16nMo	0.405456384750713	0.712889709548426
Viral carcinogenesis	E02_CD16nMo	0.41016333551724	0.687018533010511
Autophagy - animal	E02_CD16nMo	0.436145385837235	0.0359274341514728
PD-L1 expression and PD-1 checkpoint pathway in cancer	E02_CD16nMo	0.477815457307511	0.036054863316754
Glioma	E02_CD16nMo	0.482976528050523	0.133992896845579
Cell cycle	E02_CD16nMo	0.523359956822903	0.591130091583159
Transcriptional misregulation in cancer	E02_CD16nMo	0.5515312048229	0.0116858647226037
Colorectal cancer	E02_CD16nMo	0.552140362736644	0.686865176020025
Tight junction	E02_CD16nMo	0.589621613837301	0.354838289459701
Fanconi anemia pathway	E02_CD16nMo	0.599311891280599	0.514702877068586
Pathways in cancer	E02_CD16nMo	0.652974217742478	0.00211736553191821
Apoptosis - multiple species	E02_CD16nMo	0.718846657155067	0.108717892134253
Thyroid cancer	E02_CD16nMo	0.719327684292322	0.191277187117065
Oocyte meiosis	E02_CD16nMo	0.719583002818781	0.429716477677122
Central carbon metabolism in cancer	E02_CD16nMo	0.80150676871514	0.240939725886317
Chemical carcinogenesis - reactive oxygen species	E02_CD16nMo	0.834348323193281	0.149163809818128
Spliceosome	E02_CD16nMo	0.855122783225372	0.999312474514943
Proteasome	E02_CD16nMo	0.888518305334794	9.52493626788417e-08
p53 signaling pathway	E02_CD16nMo	0.922849222634311	0.00810841184365173
Ribosome	E03_NonClassical	2.6280185896368e-15	0.997878343137227
Necroptosis	E03_NonClassical	0.000250580375557562	0.00128990242226308
Viral carcinogenesis	E03_NonClassical	0.0174996613035183	0.0028364280752497
Lysosome	E03_NonClassical	0.0380358662146645	0.694828050534681
PD-L1 expression and PD-1 checkpoint pathway in cancer	E03_NonClassical	0.119266428611856	0.00426013261091006
Mismatch repair	E03_NonClassical	0.128849493238208	0.587260493171061
Base excision repair	E03_NonClassical	0.131846620619775	0.958763383806103
Thyroid cancer	E03_NonClassical	0.131846620619775	0.181014744966812
Apoptosis	E03_NonClassical	0.139140980842932	0.338818154484861
Protein export	E03_NonClassical	0.156742237962001	0.613107800054248
Glioma	E03_NonClassical	0.169235968404147	0.019025503828674
Ribosome biogenesis in eukaryotes	E03_NonClassical	0.175902876574738	0.959379360924983
Acute myeloid leukemia	E03_NonClassical	0.187561299487432	0.00301106857781547
Homologous recombination	E03_NonClassical	0.256853243078941	0.876304871868071
DNA replication	E03_NonClassical	0.298119470913005	0.844982559958742
Fanconi anemia pathway	E03_NonClassical	0.330398585790869	0.603091895184602
p53 signaling pathway	E03_NonClassical	0.337751195888015	0.0195349645024169
Cell cycle	E03_NonClassical	0.36242714097586	0.422889288279553
Transcriptional misregulation in cancer	E03_NonClassical	0.397454844057617	0.000520095884190395
Autophagy - animal	E03_NonClassical	0.404414987488809	0.503776486449402
Bladder cancer	E03_NonClassical	0.416054228979947	0.0101545999894244
