Description	subset	state_P	activity_P	state_logP	activity_logP
NAB2_TARGET_GENES	B09_Fra1	0.00568671490679369	0.0276401485560404	2.24513854377348	1.55845962711205
STAT5B_01	B09_Fra1	0.00830948997090303	0.59641261916286	2.08042563200652	0.224453176126459
KAT5_TARGET_GENES	B09_Fra1	0.0192740732936083	0.0230452446361679	1.71502649385534	1.63741867727373
STAT5A_01	B09_Fra1	0.0219418585911167	0.684217556260274	1.65872658817065	0.164805786495388
ZFHX3_TARGET_GENES	B09_Fra1	0.0229417077025055	0.0115905622699977	1.63937425783094	1.93589549545709
HES2_TARGET_GENES	B09_Fra1	0.0232422167582882	0.136457893329964	1.63372245287464	0.865001337747847
SRF_Q5_01	B09_Fra1	0.0244924506099362	0.696515129291809	1.61096775905141	0.157069445648365
PHF2_TARGET_GENES	B09_Fra1	0.0306859424228796	0.00369138726507363	1.51306053417666	2.43281039038768
AML1_01	B09_Fra1	0.0320686267972342	0.0994143339863906	1.4939196364904	1.00255099264106
TATA_01	B09_Fra1	0.0404441802614298	0.000714630352083839	1.39314396261005	3.14591854220216
TERF1_TARGET_GENES	B09_Fra1	0.0453875667441566	0.195081401564883	1.3430630994319	0.709784132874873
ELF1_Q6	B09_Fra1	0.0529220845763665	0.376503537103656	1.2763630574894	0.424230939417108
TAF9B_TARGET_GENES	B09_Fra1	0.0531125403187521	8.80838312665755e-06	1.274802926221	5.05510380368951
RYTTCCTG_ETS2_B	B09_Fra1	0.0560529281491161	0.195739725011015	1.2514016953654	0.708321026144285
BACH2_TARGET_GENES	B09_Fra1	0.0675960149477418	0.0176014267513428	1.17007890667997	1.75445212734941
PPARGC1A_TARGET_GENES	B09_Fra1	0.119967888576343	0.123917595642054	0.920934984621956	0.906867021729795
NFE2L1_TARGET_GENES	B09_Fra1	0.154310420570202	0.0398148942619202	0.811604745075368	1.39995443331021
MAML1_TARGET_GENES	B09_Fra1	0.162322090970135	0.457938381430739	0.789622371525828	0.339192955194686
BCL6B_TARGET_GENES	B09_Fra1	0.163363972373034	0.0525818438573271	0.786843714785117	1.2791641888074
PRDM4_TARGET_GENES	B09_Fra1	0.172371909660906	0.0104113462161202	0.763533506917597	1.98249311137014
TFEB_TARGET_GENES	B09_Fra1	0.177430464149848	0.0991808152011275	0.750971811357147	1.00357232641498
GATTGGY_NFY_Q6_01	B09_Fra1	0.277185489628617	0.457720610688184	0.557229508328502	0.339399531298691
HOXA2_TARGET_GENES	B09_Fra1	0.295757962164276	0.0368279382886442	0.529063554806666	1.43382259325281
NF1_Q6	B09_Fra1	0.311615769765777	0.649025166099789	0.506380572344274	0.187738463004916
TGGAAA_NFAT_Q4_01	B09_Fra1	0.317782419047901	0.634579245596553	0.497870133313934	0.19751413593918
FOXE1_TARGET_GENES	B09_Fra1	0.325203371068272	0.00249447509568989	0.487844961144512	2.60302082760712
NFRKB_TARGET_GENES	B09_Fra1	0.427752002231681	0.357067666935477	0.36880794892623	0.447249474106441
MORC2_TARGET_GENES	B09_Fra1	0.436617936678119	0.0931837623726064	0.359898427032005	1.03065975852962
ZNF84_TARGET_GENES	B09_Fra1	0.44526649130524	0.0272727796522075	0.351379986631181	1.56427059634166
SNRNP70_TARGET_GENES	B09_Fra1	0.647971347783735	0.000327868073033348	0.188444197485162	3.48430087177383
ASH1L_TARGET_GENES	B09_Fra1	0.709828402821993	0.470441485069823	0.148846626935354	0.327494387734438
MAFG_TARGET_GENES	B09_Fra1	0.770526262488948	0.825443571656046	0.113212554272421	0.0833126102946231
BARX2_TARGET_GENES	B09_Fra1	0.797529517910566	0.378495392603684	0.0982532340031471	0.42193940276622
IRF9_TARGET_GENES	B09_Fra1	0.858649393516492	0.882123571242687	0.0661841324945346	0.0544705729750346
E2F5_TARGET_GENES	B09_Fra1	0.898255116361984	0.888840351530982	0.046600300422841	0.0511762375399062
SETD7_TARGET_GENES	B09_Fra1	0.992780603892593	0.0165982461303443	0.00314671630455575	1.77993779968011
HSD17B8_TARGET_GENES	B09_Fra1	0.999979126309456	0.998405818501294	9.06542323498284e-06	0.000692896676433236
IRF7_01	B07_aTreg	8.60073769324287e-08	2.82553829138367e-08	7.06546429731866	7.54889880281522
RYTTCCTG_ETS2_B	B07_aTreg	3.82443695125482e-05	0.260813168178624	4.41743249435676	0.583670485321479
ZNF318_TARGET_GENES	B07_aTreg	4.3630258558907e-05	3.60498228990173e-06	4.36021221331678	5.44309686448598
STAT5A_01	B07_aTreg	0.000116470624305306	0.435421125245041	3.93378359661923	0.361090504199872
PRDM4_TARGET_GENES	B07_aTreg	0.000242755555475251	0.0313309968815415	3.61483082245131	1.50402578662915
IRF1_01	B07_aTreg	0.000646337476141626	0.00515316312893723	3.18954066194882	2.28792610926105
TGGAAA_NFAT_Q4_01	B07_aTreg	0.000831919857559166	0.328153346307467	3.07991850916149	0.483923162714516
HES2_TARGET_GENES	B07_aTreg	0.000892050079772207	0.00221838326754745	3.04961076360795	2.65396341914207
IRF2_01	B07_aTreg	0.000970002986193444	0.00391792725360799	3.01322692873856	2.40694363206
STAT5B_01	B07_aTreg	0.000991557601021949	0.537962208620715	3.0036820519283	0.269248232073311
TATA_01	B07_aTreg	0.00191307126960856	0.0274629406658568	2.71826885045301	1.56125296139726
PSMB5_TARGET_GENES	B07_aTreg	0.00208563105629626	0.339752964838985	2.68076251488649	0.468836744727645
TERF1_TARGET_GENES	B07_aTreg	0.00314171934701151	0.000243625984125904	2.50283261353162	3.61327639354046
PPARGC1A_TARGET_GENES	B07_aTreg	0.0034029350639008	0.665223675940121	2.46814633819735	0.177032302225869
BACH2_TARGET_GENES	B07_aTreg	0.00800890541504027	0.00195235913889894	2.09642683531293	2.70944029030891
TFEB_TARGET_GENES	B07_aTreg	0.0182686566661707	0.134475890287232	1.73829338608579	0.871355571823568
MAFG_TARGET_GENES	B07_aTreg	0.0209460769576999	0.0067671107109254	1.67889730516373	2.16959671833688
MAML1_TARGET_GENES	B07_aTreg	0.021010402756338	0.0652155589363391	1.67756562235946	1.18564877920549
IRF9_TARGET_GENES	B07_aTreg	0.0410146007544326	0.198790218849989	1.38706151161492	0.701604988167982
PHF2_TARGET_GENES	B07_aTreg	0.0620782000514956	0.00012397233713991	1.20706088387351	3.90667521135194
NAB2_TARGET_GENES	B07_aTreg	0.195475747052996	0.0262487742751901	0.708907118444297	1.58089097179897
HOXA2_TARGET_GENES	B07_aTreg	0.217494884076837	0.133407901590204	0.662550954080977	0.874818446915747
NF1_Q6	B07_aTreg	0.236248335360317	0.865046135796904	0.626631242909178	0.0629607295436287
FOXE1_TARGET_GENES	B07_aTreg	0.276864556871978	0.0361824893601564	0.557732637393247	1.44150155692927
SRF_Q5_01	B07_aTreg	0.297146154695386	0.926100471171708	0.527029885481089	0.0333418948423835
GATTGGY_NFY_Q6_01	B07_aTreg	0.336154318299247	0.935306893472566	0.473461305347862	0.0290458647713684
AML1_01	B07_aTreg	0.369002789528078	0.0331673267444548	0.432970350718793	1.47928953079941
SETD7_TARGET_GENES	B07_aTreg	0.388843735459538	0.1412659635522	0.410224893435795	0.849962463926951
BCL6B_TARGET_GENES	B07_aTreg	0.408767096233229	0.00879509748596277	0.388524070063808	2.05575934240538
ELF1_Q6	B07_aTreg	0.435782428625339	0.238337399819005	0.360730285115239	0.622807802972197
TAF9B_TARGET_GENES	B07_aTreg	0.529684070093499	0.0545975839148568	0.275983087994213	1.26282657553083
KAT5_TARGET_GENES	B07_aTreg	0.792693487544249	0.373376014989261	0.100894709783407	0.427853583795553
SNRNP70_TARGET_GENES	B07_aTreg	0.793391699646643	0.00622435856253398	0.100512347366427	2.20590539718087
NFE2L1_TARGET_GENES	B07_aTreg	0.838781406211473	0.737771143636049	0.0763512053755756	0.132078335290719
ZNF84_TARGET_GENES	B07_aTreg	0.892936611601096	0.3853579604139	0.0491793700128753	0.414135665280224
MORC2_TARGET_GENES	B07_aTreg	0.976555461805713	0.605124141314482	0.0103030866596072	0.218155520624794
BARX2_TARGET_GENES	B07_aTreg	0.97680988888786	0.668950634405667	0.0101899523927289	0.174605930059164
ZFHX3_TARGET_GENES	B07_aTreg	0.990182878945275	0.453310490263747	0.00428458723890618	0.343604230619353
ASH1L_TARGET_GENES	B07_aTreg	0.991978022168115	0.970000669274377	0.00349794977812662	0.0132279660821381
NFRKB_TARGET_GENES	B07_aTreg	0.997988226630395	0.708633073984774	0.000874582099014344	0.149578581732061
E2F5_TARGET_GENES	B07_aTreg	0.999723262518251	0.425651031933218	0.000120202194252871	0.370946309382243
HSD17B8_TARGET_GENES	B07_aTreg	0.999836196312126	0.995311310377142	7.11448648138098e-05	0.00204106072867641
STAT5B_01	B10_Fra3	7.52977489051455e-05	0.339172615232562	4.12321800723472	0.469579219898507
STAT5A_01	B10_Fra3	0.000144515612112006	0.431444341097577	3.84008523326837	0.365075222922846
TGGAAA_NFAT_Q4_01	B10_Fra3	0.000253193843457111	0.633883279973542	3.59654685862747	0.197990703522226
IRF7_01	B10_Fra3	0.000377995536012101	7.05647456148678e-08	3.42251332899018	7.15141221975484
IRF2_01	B10_Fra3	0.000574076515164759	0.0103892292669243	3.24103021927586	1.98341666972265
PSMB5_TARGET_GENES	B10_Fra3	0.00108810902158438	0.000889333077960209	2.9633275889205	3.05093555418335
TERF1_TARGET_GENES	B10_Fra3	0.00241660891989553	0.00100164146690579	2.61679362583296	2.99928770442559
NAB2_TARGET_GENES	B10_Fra3	0.00330799708341241	0.0918122132088472	2.48043488202713	1.03709954345665
ZNF318_TARGET_GENES	B10_Fra3	0.00391544605438969	5.083097486959e-08	2.40721875520878	7.29387156103459
IRF1_01	B10_Fra3	0.00502335596957722	0.00114096056059152	2.29900604538307	2.94272936751299
HES2_TARGET_GENES	B10_Fra3	0.00952016303361927	0.00776714368779997	2.0213556142211	2.10973866056692
PHF2_TARGET_GENES	B10_Fra3	0.0114233030108588	0.00058978436511245	1.94220830309699	3.2293067445604
AML1_01	B10_Fra3	0.0164095866826446	0.303329848971251	1.78490235762499	0.518084851127964
PPARGC1A_TARGET_GENES	B10_Fra3	0.0197665507515391	0.742142660798203	1.70406910814028	0.129512603019978
PRDM4_TARGET_GENES	B10_Fra3	0.0217178334148674	0.0175043964995218	1.66318350242114	1.75685285784643
FOXE1_TARGET_GENES	B10_Fra3	0.0314076682301927	0.00150652680051854	1.50296430531913	2.82202313799409
TATA_01	B10_Fra3	0.0322961374598373	0.0195813696644021	1.49084941513596	1.70815693373371
IRF9_TARGET_GENES	B10_Fra3	0.0358097691884741	0.0242265568793703	1.44599847822002	1.61570830416808
BCL6B_TARGET_GENES	B10_Fra3	0.0444079209238998	0.266807894480677	1.35253955901308	0.573801324385653
KAT5_TARGET_GENES	B10_Fra3	0.0451937187718331	0.00220812568431542	1.34492192121277	2.6559762106298
ZNF84_TARGET_GENES	B10_Fra3	0.0545656045481911	0.192577004070991	1.26308102875944	0.715395573916226
RYTTCCTG_ETS2_B	B10_Fra3	0.0615730511380855	0.820828495775792	1.21060932521959	0.0857475750595404
NF1_Q6	B10_Fra3	0.0833687766127446	0.511951604702392	1.07899657146965	0.290771091375902
BACH2_TARGET_GENES	B10_Fra3	0.092677091478157	0.0102772043349779	1.03302760430381	1.98812500859136
TFEB_TARGET_GENES	B10_Fra3	0.109056611840974	0.0787150073230467	0.962347999053618	1.10394245981063
MAFG_TARGET_GENES	B10_Fra3	0.145360266346926	0.522838919132491	0.837554289931625	0.281632091834845
ELF1_Q6	B10_Fra3	0.16272829201642	0.358873477220978	0.788536933858263	0.445058637298446
TAF9B_TARGET_GENES	B10_Fra3	0.166647473746481	1.85109622840109e-05	0.778201265539479	4.73257100405784
MAML1_TARGET_GENES	B10_Fra3	0.221158659112116	0.675283803377788	0.655296051858524	0.170513666669582
SETD7_TARGET_GENES	B10_Fra3	0.250935671067191	0.0792419220855215	0.600437598364548	1.10104499879462
HOXA2_TARGET_GENES	B10_Fra3	0.257785323580965	0.00911995002558417	0.588741811843899	2.04000754146023
ZFHX3_TARGET_GENES	B10_Fra3	0.378306027256366	0.000116678315537996	0.422156739375169	3.93300984932948
MORC2_TARGET_GENES	B10_Fra3	0.515965825430332	0.112297970142338	0.287379062555997	0.94962809381823
GATTGGY_NFY_Q6_01	B10_Fra3	0.516023857627599	0.74219754415994	0.287330218922216	0.129480487011691
SRF_Q5_01	B10_Fra3	0.540004856591592	0.682755268303772	0.267602334285467	0.165734940054681
SNRNP70_TARGET_GENES	B10_Fra3	0.59891166900149	8.45207836152008e-07	0.222637225179965	6.07303648513865
NFE2L1_TARGET_GENES	B10_Fra3	0.78516419677594	0.459098259589187	0.105039512303254	0.338094353612208
E2F5_TARGET_GENES	B10_Fra3	0.876901329988228	0.538569354965457	0.0570492712319325	0.268758361930892
ASH1L_TARGET_GENES	B10_Fra3	0.919113809472684	0.791697928398685	0.0366307086729695	0.101440491458162
BARX2_TARGET_GENES	B10_Fra3	0.92162139247855	0.113504847917515	0.0354474530532834	0.944985588877358
NFRKB_TARGET_GENES	B10_Fra3	0.982573189450828	0.209909398908611	0.00763509022400966	0.677968115001407
HSD17B8_TARGET_GENES	B10_Fra3	0.995820412683722	0.924932724021793	0.001818975645375	0.033889854989249
RYTTCCTG_ETS2_B	C01_NCD8	1.44726358707769e-06	0.03736327499127	5.83945236453527	1.42755506369729
TERF1_TARGET_GENES	C01_NCD8	4.68415234451982e-05	0.069608233203089	4.32936898864058	1.15733938936645
ELF1_Q6	C01_NCD8	0.00012655467714245	0.0432560156735631	3.89772179977778	1.36395348606835
BACH2_TARGET_GENES	C01_NCD8	0.000387016020570218	0.0199136601109872	3.41227105694172	1.70084890974077
IRF7_01	C01_NCD8	0.000709243016717089	3.35587781541623e-08	3.14920493162117	7.47419385983872
IRF1_01	C01_NCD8	0.00100985644038285	0.0131426728446693	2.9957403604559	1.88131630268751
ZNF318_TARGET_GENES	C01_NCD8	0.00102779910986481	5.67538547471672e-06	2.98809176277555	5.24600463565784
NAB2_TARGET_GENES	C01_NCD8	0.00382058686356226	0.0465343156414748	2.41786992189697	1.332226668671
STAT5B_01	C01_NCD8	0.00553036832428877	0.0304529501526755	2.2572459435815	1.51637062838528
IRF2_01	C01_NCD8	0.00708267301298522	0.0130264707238727	2.14980280788878	1.88517323223543
AML1_01	C01_NCD8	0.0106501487060831	0.0702669628676077	1.9726443282083	1.15324881746526
TFEB_TARGET_GENES	C01_NCD8	0.0123809560535885	0.378226993076261	1.90724581793574	0.422247479917891
PHF2_TARGET_GENES	C01_NCD8	0.0314260128787817	0.186124560154401	1.50271071585118	0.730196315554031
SRF_Q5_01	C01_NCD8	0.0501789793709094	0.33957365030217	1.2994781763831	0.469066016815436
MAML1_TARGET_GENES	C01_NCD8	0.0595322999179269	0.372896048432057	1.22524733897739	0.42841221881956
STAT5A_01	C01_NCD8	0.0882373013019007	0.137516123919462	1.05434778306578	0.86164637733404
GATTGGY_NFY_Q6_01	C01_NCD8	0.114285241819079	0.249556920265121	0.942009848435485	0.602830382554884
BCL6B_TARGET_GENES	C01_NCD8	0.124505496658512	0.395239327242357	0.904811474947637	0.40313984861228
HES2_TARGET_GENES	C01_NCD8	0.157487029102824	0.000340104369988637	0.802755209627028	3.46838778779748
NF1_Q6	C01_NCD8	0.16060147625824	0.22877451418586	0.794250466978503	0.640592358222283
PSMB5_TARGET_GENES	C01_NCD8	0.189199768019788	0.000423990202575466	0.723079400427819	3.37264417882371
MAFG_TARGET_GENES	C01_NCD8	0.200998253651351	0.662630844277155	0.696807715877404	0.178728352354461
HOXA2_TARGET_GENES	C01_NCD8	0.205168533883106	0.199288381714106	0.687889244967651	0.700518019435644
PPARGC1A_TARGET_GENES	C01_NCD8	0.212103280604327	0.00612608379302672	0.673452614192829	2.21281706717681
IRF9_TARGET_GENES	C01_NCD8	0.242381207163248	0.0878022925852553	0.615501055882381	1.05649414418357
NFE2L1_TARGET_GENES	C01_NCD8	0.295132974477789	0.565227209214859	0.529982265140118	0.247776940016254
FOXE1_TARGET_GENES	C01_NCD8	0.370370977470247	0.00588014711793856	0.43136305227723	2.23061180798685
TATA_01	C01_NCD8	0.48766195208933	1.29328460095958e-05	0.311881127209839	4.88830589350671
MORC2_TARGET_GENES	C01_NCD8	0.508954146382142	0.636504194008677	0.293321343145062	0.196198730378237
TGGAAA_NFAT_Q4_01	C01_NCD8	0.536108126809142	0.176067042272484	0.270747609298449	0.754321931362427
KAT5_TARGET_GENES	C01_NCD8	0.560905112312921	0.027263312682732	0.25111060163931	1.56442137548511
SNRNP70_TARGET_GENES	C01_NCD8	0.624504651764138	0.0105692959670555	0.204464322337128	1.9759539405834
PRDM4_TARGET_GENES	C01_NCD8	0.627621494241121	0.00149633116629887	0.202302191486528	2.82497227827666
ZNF84_TARGET_GENES	C01_NCD8	0.719580997778451	0.0815590882234856	0.142920313738001	1.08852763799103
TAF9B_TARGET_GENES	C01_NCD8	0.867475193058652	0.000382221984220137	0.0617429357552817	3.41768433729431
ASH1L_TARGET_GENES	C01_NCD8	0.921393265953002	0.338612111613056	0.0355549661338484	0.470297511931026
SETD7_TARGET_GENES	C01_NCD8	0.943595021694923	0.0531036537941036	0.0252143590710198	1.27487559628152
NFRKB_TARGET_GENES	C01_NCD8	0.947447044342719	0.294234256933084	0.0234450547028495	0.53130676488214
BARX2_TARGET_GENES	C01_NCD8	0.974338378221168	0.50372895404656	0.0112901906848984	0.297803085431244
ZFHX3_TARGET_GENES	C01_NCD8	0.976356292334944	0.00708804044173979	0.0103916704906329	2.14947381319009
E2F5_TARGET_GENES	C01_NCD8	0.982742186611251	0.201613803547531	0.00756040039528917	0.695479737110933
HSD17B8_TARGET_GENES	C01_NCD8	0.99998154557931	0.986719489731482	8.01472702620492e-06	0.00580629350717673
IRF7_01	C04_CmCD8	4.19385383896734e-07	5.4821084483301e-06	6.37738670931084	5.26105237739822
PSMB5_TARGET_GENES	C04_CmCD8	6.09354505575621e-07	0.0765019437120626	6.21512997334113	1.11632753043201
IRF2_01	C04_CmCD8	3.48338823609946e-05	0.00887197518669271	4.45799811916815	2.05197968150018
ZNF318_TARGET_GENES	C04_CmCD8	0.000248925088246072	0.00283236969236394	3.60393133023856	2.54785006140775
IRF1_01	C04_CmCD8	0.000330309438363553	0.053817849810815	3.48107901646709	1.26907365763046
TERF1_TARGET_GENES	C04_CmCD8	0.000469861572709466	0.0431727396575156	3.32803007198631	1.3647903909919
STAT5B_01	C04_CmCD8	0.00137722799877364	0.839706870709918	2.86099415675644	0.075872293284109
HES2_TARGET_GENES	C04_CmCD8	0.00139847991042287	0.0883892265981568	2.8543437680162	1.05360066614193
FOXE1_TARGET_GENES	C04_CmCD8	0.00140770246224773	0.00358315960047961	2.85148912975295	2.44573384713283
STAT5A_01	C04_CmCD8	0.00146313243639751	0.728687086120077	2.834716361644	0.137458927025896
PHF2_TARGET_GENES	C04_CmCD8	0.00149772090500495	0.00222727631632581	2.82456910833819	2.6522259009671
PPARGC1A_TARGET_GENES	C04_CmCD8	0.00247689290253932	0.637715053400329	2.60609277130748	0.195373331277548
PRDM4_TARGET_GENES	C04_CmCD8	0.0027604197055719	0.0221726354549465	2.55902488099412	1.6541826832718
BACH2_TARGET_GENES	C04_CmCD8	0.0066651114125947	0.00772525121057922	2.17619258661461	2.11208738923718
TGGAAA_NFAT_Q4_01	C04_CmCD8	0.0103177481603146	0.826436505709882	1.98641507676514	0.0827905072215013
RYTTCCTG_ETS2_B	C04_CmCD8	0.0305369578850735	0.952265494838069	1.51517422987069	0.0212419519640256
BCL6B_TARGET_GENES	C04_CmCD8	0.0374298183395923	0.572980942428785	1.42678228066821	0.241859822597457
ZNF84_TARGET_GENES	C04_CmCD8	0.0480790169944431	0.014865864322974	1.31804442033671	1.82780983521211
ELF1_Q6	C04_CmCD8	0.0617563303085998	0.515231390983157	1.20931851859971	0.287997685020414
AML1_01	C04_CmCD8	0.0754969355629324	0.0128936292545507	1.12207067612072	1.88962482171741
HOXA2_TARGET_GENES	C04_CmCD8	0.106698806282866	0.00417268998823307	0.971840439316526	2.3795838801819
TATA_01	C04_CmCD8	0.114322810714779	0.0292388423652766	0.941867106619877	1.53403982611653
KAT5_TARGET_GENES	C04_CmCD8	0.115575990376865	0.00127083908480872	0.93713237638121	2.89590943686053
ZFHX3_TARGET_GENES	C04_CmCD8	0.158925596669127	0.0156242087004304	0.798806149382338	1.80620196859117
IRF9_TARGET_GENES	C04_CmCD8	0.16762849084052	0.322035633251357	0.775652164922662	0.49209607094941
NF1_Q6	C04_CmCD8	0.170380366810043	0.827281852981288	0.768580451102813	0.0823465021279959
GATTGGY_NFY_Q6_01	C04_CmCD8	0.197738487671493	0.649293911505396	0.7039087917053	0.187558669531382
MAML1_TARGET_GENES	C04_CmCD8	0.198272846096958	0.851458949217511	0.702736759308266	0.0698362855264809
MAFG_TARGET_GENES	C04_CmCD8	0.212045464412215	0.00520876138590959	0.673571012531381	2.28326553720281
NAB2_TARGET_GENES	C04_CmCD8	0.229327801242888	0.585095850066625	0.639543292873681	0.232772982216673
TAF9B_TARGET_GENES	C04_CmCD8	0.277248844340457	0.00047866194447326	0.557130255449708	3.31997109928272
TFEB_TARGET_GENES	C04_CmCD8	0.287634996026161	0.0368403895114144	0.541158275255702	1.43367578667922
SRF_Q5_01	C04_CmCD8	0.389814817643811	0.931479014816092	0.409141656499484	0.0308269248281073
BARX2_TARGET_GENES	C04_CmCD8	0.43964061205486	0.0229162232038711	0.356902196192455	1.63985695637628
NFE2L1_TARGET_GENES	C04_CmCD8	0.514348364722493	0.0146906294496746	0.288742636587859	1.8329595955873
SNRNP70_TARGET_GENES	C04_CmCD8	0.740220951912929	0.00427876679318064	0.130638626385744	2.36868138334425
ASH1L_TARGET_GENES	C04_CmCD8	0.768809295441952	0.0773742537822828	0.114181374383812	1.11140352640219
MORC2_TARGET_GENES	C04_CmCD8	0.843024117401044	0.0247296962748545	0.0741600008149161	1.60678121752324
SETD7_TARGET_GENES	C04_CmCD8	0.906352491756516	0.234477868457283	0.0427028669451102	0.629898142545771
HSD17B8_TARGET_GENES	C04_CmCD8	0.942268466862376	2.40328451148512e-06	0.0258253423603551	5.61919481244461
NFRKB_TARGET_GENES	C04_CmCD8	0.958923088483361	0.0026176524082961	0.0182162245152258	2.58208802286591
E2F5_TARGET_GENES	C04_CmCD8	0.976696866863988	0.00110353379945412	0.0102402054478682	2.95721436056158
HSD17B8_TARGET_GENES	C05_EmCD8	0.00038021184500756	5.70273458449609e-27	3.41997435737776	26.2439168407893
IRF7_01	C05_EmCD8	0.00171895469275299	0.123317217102882	2.76473557005331	0.908976284549642
RYTTCCTG_ETS2_B	C05_EmCD8	0.00219227124536286	0.958814038536965	2.65910571247032	0.018265615841446
IRF1_01	C05_EmCD8	0.00230781299009187	0.619278133582522	2.63679938644427	0.208114254452088
IRF2_01	C05_EmCD8	0.0023719773913227	0.189727761222564	2.62488945479791	0.721869117905948
SRF_Q5_01	C05_EmCD8	0.00286279668209771	0.282527827530514	2.54320949479311	0.548938769976381
ZNF318_TARGET_GENES	C05_EmCD8	0.00819812299682605	0.00954472628916989	2.08628557023004	2.0202365212051
IRF9_TARGET_GENES	C05_EmCD8	0.00983655990890258	0.0185894116757961	2.00715675866187	1.7307343547143
BACH2_TARGET_GENES	C05_EmCD8	0.0147334720519503	0.143527682548229	1.831694896381	0.843064327372685
ZNF84_TARGET_GENES	C05_EmCD8	0.0177512209999045	2.45597904073534e-08	1.7507717690718	7.60977534377347
TERF1_TARGET_GENES	C05_EmCD8	0.0193605500203771	0.260873676082374	1.71308230883436	0.58356974193829
ELF1_Q6	C05_EmCD8	0.0200182393354346	0.948955340094742	1.69857412268741	0.0227542259360447
BARX2_TARGET_GENES	C05_EmCD8	0.0383049191254992	3.25833361333893e-09	1.4167454502643	8.48700445133057
MAML1_TARGET_GENES	C05_EmCD8	0.0495491611838811	0.983138351879618	1.30496369327346	0.00738536189327053
ASH1L_TARGET_GENES	C05_EmCD8	0.0544727587084365	5.24180538123642e-12	1.26382062983954	11.2805191076596
PSMB5_TARGET_GENES	C05_EmCD8	0.0567240625698199	0.0242703090279314	1.24623267259805	1.61492469386704
TFEB_TARGET_GENES	C05_EmCD8	0.0582121250132565	0.554556640416382	1.23498654665763	0.256054089976431
HES2_TARGET_GENES	C05_EmCD8	0.0612652612121952	0.578441047215498	1.21278571047897	0.237740896303653
NAB2_TARGET_GENES	C05_EmCD8	0.0658765789313248	0.300605411411739	1.18126896247475	0.522003205634992
HOXA2_TARGET_GENES	C05_EmCD8	0.0666577756772229	2.37092489247019e-08	1.17614918253306	7.62508220363565
NFE2L1_TARGET_GENES	C05_EmCD8	0.0986118248969641	0.000157000714154683	1.00607100412998	3.80409837209565
ZFHX3_TARGET_GENES	C05_EmCD8	0.104526392671994	1.78205937771534e-13	0.980774037355803	12.7490778294885
TGGAAA_NFAT_Q4_01	C05_EmCD8	0.117721910902262	0.971822453707513	0.92914269689886	0.0124130708949336
GATTGGY_NFY_Q6_01	C05_EmCD8	0.118087349359354	0.000730933032560316	0.927796625652403	3.13612241089684
BCL6B_TARGET_GENES	C05_EmCD8	0.163723239616455	0.695941919993491	0.78588967049128	0.157427003031445
PRDM4_TARGET_GENES	C05_EmCD8	0.172791545478286	0.0169478178399408	0.762477510942506	1.77088621256895
PPARGC1A_TARGET_GENES	C05_EmCD8	0.174774970316297	0.450302316885652	0.757520762959329	0.34649581850883
NF1_Q6	C05_EmCD8	0.224198844538455	0.974520343181962	0.649366629974168	0.0112090905233173
PHF2_TARGET_GENES	C05_EmCD8	0.242788765422744	0.00207075278318036	0.614771413263143	2.68387174625828
FOXE1_TARGET_GENES	C05_EmCD8	0.266183639306407	0.000230447973125729	0.574818641488334	3.63742710730159
MAFG_TARGET_GENES	C05_EmCD8	0.278902500467041	0.316953546921224	0.554547592101214	0.499004383820397
AML1_01	C05_EmCD8	0.317181377188299	0.829434812953483	0.498692319531563	0.0812177404256977
E2F5_TARGET_GENES	C05_EmCD8	0.569388717946686	5.92482224244557e-07	0.244591142355978	6.2273246749015
TATA_01	C05_EmCD8	0.705089698388518	0.0385880320089735	0.15175563047358	1.41354736989809
STAT5A_01	C05_EmCD8	0.705912017217061	0.93555693832851	0.151249424753086	0.0289297760427656
STAT5B_01	C05_EmCD8	0.749597828535711	0.925765237725905	0.125171680199686	0.0334991309060488
SETD7_TARGET_GENES	C05_EmCD8	0.800448124025369	3.26019191388619e-06	0.0966668088784249	5.48675683407667
MORC2_TARGET_GENES	C05_EmCD8	0.825032845494634	1.64393272022645e-08	0.0835287613493163	7.78411596041659
KAT5_TARGET_GENES	C05_EmCD8	0.911631057613584	2.49050532655418e-08	0.0401808876157959	7.60371252508574
NFRKB_TARGET_GENES	C05_EmCD8	0.918981430441314	8.03247351845668e-07	0.036693264172483	6.09515069756071
TAF9B_TARGET_GENES	C05_EmCD8	0.93999419001966	0.000460437329105172	0.0268748307090242	3.33682947399272
SNRNP70_TARGET_GENES	C05_EmCD8	0.999925245074327	1.74056321521494e-05	3.24668652590383e-05	4.75931019902694
IRF7_01	C03_EffectorCD8	7.33121868277145e-05	0.00742130813558614	4.13482382573952	2.12951953596174
BACH2_TARGET_GENES	C03_EffectorCD8	0.00124192244821255	0.163028372181535	2.90590552281074	0.787736807806987
IRF2_01	C03_EffectorCD8	0.00154712993279212	0.138626696747533	2.81047321136526	0.858153125181243
IRF1_01	C03_EffectorCD8	0.00211958104014264	0.0725469254678855	2.67374997394647	1.13938098819696
RYTTCCTG_ETS2_B	C03_EffectorCD8	0.00419298886610175	0.495145990207978	2.37747629080344	0.30526673360401
ZNF318_TARGET_GENES	C03_EffectorCD8	0.00422987863545175	0.000102576644130165	2.37367209331284	3.98895151329904
